ID,files,abbr,name,typeOfIdentifier,expansion,enclosingMethod
284,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/SingleFileDropHelper.java;,e,e,VariableName,exception,MethodName:canImport;
285,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,e,e,VariableName,exception,MethodName:getRes;
286,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewExtensions.java;,e,e,VariableName,exception,MethodName:initComponents;MethodName:hyperlinkUpdate;
287,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,dir,fLastDir,VariableName,directory,MethodName:chooseImportFile;
288,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,dir,m_lastDir,FieldName,directory,
289,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,dir,fLastDir,VariableName,directory,MethodName:chooseExportPKCS12File;
290,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,dir,fLastDir,VariableName,directory,MethodName:chooseExamineCSRFile;
291,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,dir,fLastDir,VariableName,directory,MethodName:openKeyStoreFile;
292,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,dir,fLastDir,VariableName,directory,MethodName:chooseExportPEMFile;
293,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,dir,fLastDir,VariableName,directory,MethodName:chooseExportPKCS7File;
294,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/LastDir.java;,dir,currentDir,VariableName,directory,MethodName:LastDir;
295,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/LastDir.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,dir,updateLastDir,MethodName,directory,
296,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,dir,fLastDir,VariableName,directory,MethodName:chooseExportCertFile;
